review,rating,timestamp,author,language,movie_id,title,media_type
"As a long-time fan of Nic Cage, I went into Arcadian with high expectations. The trailer was intriguing, hinting at a familiar story with potential for new and exciting directions. However, the film felt like two different movies in one. While I enjoyed both aspects separately, they didn't blend well together.

The film starts with a grounded, realistic tone that sets up an engaging story. Nic Cage delivers a solid performance, immersing himself in a character that is both relatable and compelling. However, the narrative takes a sharp turn into absurdist territory, introducing elements that feel out of place in the established world. For example, the grounded scenes where Cage's character navigates personal challenges are suddenly juxtaposed with bizarre, otherworldly events that disrupt the film's coherence.

The grounded part of the story focuses on Cage's character dealing with real-world issues, offering a nuanced exploration of his psyche. This segment is filled with strong character development and emotional depth. In contrast, the absurdist elements, featuring creatures that seem to belong in a different genre, clash with the film's initial tone. 

While it's possible to successfully combine grounded and absurdist elements in a film, Arcadian struggles to achieve this balance. The creatures introduced do not fit seamlessly into the world we are shown, leaving many questions unanswered. The lack of cohesion between the two parts of the story makes it difficult for the audience to stay engaged. 

The film raises intriguing questions about the nature of reality and perception but fails to provide satisfying answers or connections between the disparate elements.

Despite its narrative shortcomings, Arcadian boasts solid acting and impressive cinematography. Nic Cage's performance is a highlight, bringing intensity and authenticity to his role. The cinematography enhances the film's atmosphere, capturing both the grounded and surreal elements with skill. 

Arcadian is a film with strong individual components that fail to coalesce into a unified whole. The acting and cinematography are commendable, but the disjointed narrative undermines the film's potential. To improve, a more seamless integration of the grounded and absurdist elements would be necessary, providing clearer connections and answers to the questions posed. Despite its flaws, the film offers moments of intrigue and is worth watching for fans of Nic Cage and experimental cinema.",6,2024-07-09T15:51:50.517Z,TheSceneSnobs,unknown,1051896,Arcadian,movie
"Classic Cold War end credits.

Wow. What a great movie. 

""It's not safe for you."" Cute scene. Little whimper at the end. What a good boy!

Breaks some standard bullshit. The above and the lack of a triangle.

10 second apocalypse game was a great idea. Neither needs be true. Both based in reality? Something fucked happened.

Disney'd franchise this.",6,2024-07-14T19:06:00.609Z,Chandler Danier,unknown,1051896,Arcadian,movie
"FULL SPOILER-FREE REVIEW @ https://movieswetextedabout.com/azrael-review-a-dialogue-free-horror-that-thrives-on-visuals-and-samara-weavings-magnetic-performance/

""Azrael is characterized by the absence of dialogue and a dense visual narrative, challenging viewers to interpret every detail. E. L. Katz's direction, combined with Mart Taniel's captivating cinematography, creates a mysterious, immersive atmosphere, though it doesn't always balance the story's ambiguity with the need for emotional impact.

Nonetheless, Samara Weaving's magnetic performance is the true pillar that holds the movie together, making it a compelling experience with several memorable moments of horror and violence, even if some of its more abstract elements may frustrate part of the audience.

An audacious, artful work with enough entertainment value to satisfy mainstream viewers.""

Rating: B",6,2024-09-25T16:50:18.013Z,Manuel São Bento,unknown,1029235,Azrael,movie
"Dumb and boring where political message seems more important than a story itself. No explanation what happened or what's going on. All we have is a stupid girl who became John Wick and magically managed to kill whole village without a scratch. Seriously, don't waste your time on this garbage. If you stil decide to watch it anyway, bear in mind there's no speech in this movie. It's a bad copy of ""Quiet Place"" with no plot & bad performance.",4,2024-10-23T15:41:24.538Z,Dean,unknown,1029235,Azrael,movie
"""Despicable Me 4"" is a delightful addition to the beloved animated franchise, bringing back the charm and humor that fans adore. Directed by Kyle Balda, the film sees the return of Gru, voiced by Steve Carell, and his mischievous Minions on another entertaining adventure. The movie balances heartwarming moments with laugh-out-loud comedy, introducing fresh characters and creative plot twists. The animation is vibrant and engaging, while the voice cast delivers standout performances. ""Despicable Me 4"" continues to capture the magic of the series, making it a fun and enjoyable watch for audiences of all ages.",7,2024-06-06T10:44:55.424Z,Hotplix,unknown,519182,Despicable Me 4,movie
"It's trash. Don't see it. 

**Full review:** https://bit.ly/Grupid",7,2024-07-03T00:53:29.806Z,Chris Sawin,unknown,519182,Despicable Me 4,movie
"There are so many movies within the Despicable Me franchise that I've lost count of all the storylines in each. While I've never been a big fan of these movies, they at least always felt exciting. However, this fourth installment in the Gru storyline is little more than a dud. The silliness and excitement are there for younger audiences, but the film lacks heart.

One of the main problems with the Despicable Me movies is the tendency to pile on more characters just to add celebrity voices to the cast. This fourth movie is no exception. While the addition of new characters can sometimes breathe fresh life into a franchise, here it feels like a missed opportunity to develop a more heartfelt story. For instance, the introduction of a new, younger female character named Poppy as a heist partner for Gru could have been a chance to add depth. However, it might have been more impactful to see Gru partnering with his oldest daughter, who is now a teenager. This would have added a layer of connection and growth between Gru and his daughter, showcasing his evolving role as a father.

The film also introduces a subplot where some Minions are turned into a superhero team, only to be used in the movie for less than 10 minutes. This subplot feels like a wasted narrative thread that could have added excitement and depth to the story. Additionally, one of the main Minions, Ralph, is stuck on a vending machine for the entirety of the movie, reducing his role to a mere gag. This sidelining of key characters in favor of introducing new ones dilutes the emotional core that could have made the story more engaging. 

While my son enjoyed the movie, which makes sense for his age range, it’s important for these films to also entertain the parents who are watching with their children. The earlier movies in the franchise managed to strike a balance between humor for kids and clever moments for adults. This installment, however, feels more like a series of gags strung together rather than a cohesive story with emotional weight.

If there are more films in the Despicable Me series, I believe it’s time to hang it up. However, if the franchise continues, I will wait for streaming to watch them because I am not interested in seeing them in theaters. The magic that made the original films entertaining for a broad audience seems to have faded, and without a significant shift in storytelling, future installments are likely to feel just as lackluster.",6,2024-07-09T14:24:00.700Z,TheSceneSnobs,unknown,519182,Despicable Me 4,movie
"If it's not sacrilegious to say, I think this franchise is starting to run out of steam - the plot here isn't very original. The family ""Gru"" have a new child who doesn't much take to his father which only makes matters worse when arch-nemesis ""Maxime Le Mal"" - who is intent on turning everyone into cockroaches - escapes from custody bent on revenge on the man who put him in jail in the first place. Better safe than sorry, ""Silas"" relocates the family to a safe house where they have to pretend to fit in with the vacuous tennis club set, but one of that number - the feisty ""Poppy"" knows the secret and blackmails ""Gru"" into helping her pinch ""Lenny"" the badger from under the eyes of the diminutive ""Principal Übelschlecht"" at his alma mater. This adventure narks the headmistress and when she sees some video of the perpetrators, she's straight on to the phone with ""Maxime"" who hatches a plan to steal the baby and give him wings! The minions - and the newly formed and enhanced ""Super Minions"" - still manage to have some fun here as they discover their new home has a vending machine and an endless supply of popcorn, and there is some wit in the dialogue but the story itself is all pretty derivative and the animation looks a little too tired now. What was ground-breaking looks so much less now and the writing and characterisations are nothing special anymore. It does liven up for the last ten minutes, but the previously innovative and enjoyable mix of menace and mayhem has largely gone.",6,2024-07-16T07:48:57.825Z,CinemaSerf,unknown,519182,Despicable Me 4,movie
"The goofy Minions are on the loose again in “Despicable Me 4,” a lazy sequel that does little more to advance the franchise other than embodying the old adage of “style over substance” to a fault. There is very little here to recommend other than the first class technical achievements (the visuals are stunning, and the direction is better than expected for an animated film), making this installment feel more like a mindless baby sitter rather than a thoughtful exercise in creativity and storytelling.

Former supervillian Gru (voice of Steve Carell) is living the good life with his wife Lucy (voice of Kristen Wiig), his daughters Margo (voice of Miranda Cosgrove), Edith (voice of Dana Gaier), and Agnes (voice of Madison Skyy Polan), and new baby Gru Jr., who proves to be a handful for his daddy. Their peaceful routine is sent into chaos when the evil Maxime Le Mal (voice of Will Ferrell) and his girlfriend Valentina (voice of Sofía Vergara) escape from prison and set their sights on a new nemesis and potential target: Gru. This forces the family to go on the run and assume new identities in the suburbs.

The plot is basic and sounds like it could be a lot of fun with its fish out of water spin. Unfortunately, very little is done with the story. The film bounces back and forth with a lame narrative and cute Minions taking part in a variety of wacky, screwball antics, which may provide a good balance for adults and kids, but nothing about any of it works well. The far too simple and sparse story meanders between uninspired plot points and predictable characters arcs, never quite finding its footing. In other words, the movie is just plain dumb.

The introduction of the Mega Minions is mildly fun and entertaining, but it runs out of steam fast (I fear these characters are going to spin off into what will inevitably be another lackluster film). Everything else is a shallow gimmick as the movie struggles to maintain momentum. At least it’s true to the “Despicable Me” canon, but the film also shows that there’s only so much you can do with these characters and this universe. Move along: there’s nothing original to see here.

“Despicable Me 4” is a lazy movie overall, which is a shame because the technical aspects are so excellent.

By: Louisa Moore / SCREEN ZEALOTS",5,2024-07-17T00:28:34.245Z,Louisa Moore - Screen Zealots,unknown,519182,Despicable Me 4,movie
"The goofy Minions are on the loose again in “Despicable Me 4,” a lazy sequel that does little more to advance the franchise other than embodying the old adage of “style over substance” to a fault. There is very little here to recommend other than the first class technical achievements (the visuals are stunning, and the direction is better than expected for an animated film), making this installment feel more like a mindless baby sitter rather than a thoughtful exercise in creativity and storytelling.

Former supervillian Gru (voice of Steve Carell) is living the good life with his wife Lucy (voice of Kristen Wiig), his daughters Margo (voice of Miranda Cosgrove), Edith (voice of Dana Gaier), and Agnes (voice of Madison Skyy Polan), and new baby Gru Jr., who proves to be a handful for his daddy. Their peaceful routine is sent into chaos when the evil Maxime Le Mal (voice of Will Ferrell) and his girlfriend Valentina (voice of Sofía Vergara) escape from prison and set their sights on a new nemesis and potential target: Gru. This forces the family to go on the run and assume new identities in the suburbs.

The plot is basic and sounds like it could be a lot of fun with its fish out of water spin. Unfortunately, very little is done with the story. The film bounces back and forth with a lame narrative and cute Minions taking part in a variety of wacky, screwball antics, which may provide a good balance for adults and kids, but nothing about any of it works well. The far too simple and sparse story meanders between uninspired plot points and predictable characters arcs, never quite finding its footing. In other words, the movie is just plain dumb.

The introduction of the Mega Minions is mildly fun and entertaining, but it runs out of steam fast (I fear these characters are going to spin off into what will inevitably be another lackluster film). Everything else is a shallow gimmick as the movie struggles to maintain momentum. At least it’s true to the “Despicable Me” canon, but the film also shows that there’s only so much you can do with these characters and this universe. Move along: there’s nothing original to see here.

“Despicable Me 4” is a lazy movie overall, which is a shame because the technical aspects are so excellent.

By: Louisa Moore / SCREEN ZEALOTS",5,2024-07-17T17:05:46.946Z,Louisa Moore - Screen Zealots,unknown,519182,Despicable Me 4,movie
"Felt like it wasn't sure what its own film was trying to accomplish at all. 
One minute we're watching gru back in the AVL capturing another infamous villain thats known gru since high school. Only for him to escape and supposedly hunting gru back down in revenge.. which takes only the whole movie to find him.

No joke, its like waiting for Bart or Vector to go after gru but never finding any result till the last 10 minutes. Its a VERY BORING movie. Yes its for children but the first two films I felt like both adults and kids could enjoy it. 

Even the minions were meh in this, I usually have some chuckles if not with gru and his kids/family. They felt phoned in as well. Maybe its about time we stop making these yeah?

On a side note gru has a kid who can clearly understand english which tells me hes at least 2-3. Yet his adopted children are still the exact same age? This only works in television cartoon shows I feel like, especially when time has progressed since gru and lucy have been married. Either have the girls grow up too or don't have a baby in the film as if time skipped.",5,2024-08-12T02:16:07.845Z,UWotMatez,unknown,519182,Despicable Me 4,movie
"When caring is the bare minimum, you know you have problems and Despicable Me 4 is caring about nothing whatsoever",5,2024-09-02T20:15:33.406Z,Josh,unknown,519182,Despicable Me 4,movie
No reviews available,,,,unknown,1196470,Survive,movie
"Terrifier is a gory movie with a sadistic killer clown that revels in mutilating his victims in creative ways and willing to use any kind of improvised weapon as well as one not often seen in slasher movies. The movie makes effective use of practical effects and the gory murders are graphic enough to make you know this movie means business. David Howard Thornton stars as Art the Clown and his portrayal is devilishly effective as a villain who is mute and must use facial gestures to express himself in his ghoulish clown makeup. The story is the usual cat and mouse variety but this film is more about watching Art capture, torture and mutilate his victims. Terrifier is an effective and bloody slasher film that follows the usual formula of 1980's horror films and has crowned Art the Clown as one of the new faces of horror.",5,2019-07-21T22:02:10.366Z,Carlos G Diaz,unknown,420634,Terrifier,movie
"_Terrifier_ had a lot of hype behind it with its very successful sequel hitting theaters this month, and unfortunately it did not translate to a pleasurable viewing experience. Before I jump into my criticisms of the film, the on-screen quality of visuals and effects were top notch for a budget of a mere $25,000. It is amazing what this crew was able to do with their conditions and everyone involved should be proud. With that being said, the limited budget does not give excuses for a poor script, dialogue and performances. This movie had a tremendous amount of cringe with perverted dialogue that seemed as if a middle schooler wrote it. The performances were campy, but not in a good way. In classic horror films the camp has a sense of nostalgia and a sign of the times but with this modern film with kills and elements that are taking themselves somewhat seriously, it just comes off as bad. The actor behind Art did do a fantastic job though. His portrayal of a mute killer who communicates to his victims with mimes and clown tricks was funny and chilling at the same time. The plot on its face did not have much depth to it. It boiled down to people in the wrong place at the wrong time. There was no added depth or lore to why these events were happening, although I did enjoy how each character who was tragically murdered had a connection the plot and were not just some random people introduced and killed in a single scene just to pad the kill count. As horror film, this movie failed to add any stakes or tension. The director leaned more into the gore which can be unsettling to look at but never made me feel uneasy. There was no build up to any of the kills, these classic horror elements made the movie seem extremely bland. Overall, I think this film is a marvel from a technical perspective based on its low budget, but when judging it from a film perspective it left me bored and waiting for the credits.

**Score:** _33%_
**Verdict:** _Bad_",5,2022-10-17T20:22:30.837Z,Nathan,unknown,420634,Terrifier,movie
"""Tara"" (Jenna Kanell) and best pal ""Dawn"" (Catherine Corcoran) have had a bit too much to drink to drive when they encounter a rather melancholy looking clown. The latter woman makes some snide remarks before both revert to a pizza place to try and sober up. Guess who comes in? So far it's all a bit benign, but when the girls return to their car to discover a flat tyre and ""Tara"" desperate for a pee, a nearby building proves tempting for it's plumbing - but of course it's not what it appears nor is our rather sad friend anywhere near done with his (or her) evening's work. As slasher's go, this is actually quite fun and there's a bit of menace aided well by the paucity of dialogue from our calculating antagonist. Sadly, though, that cannot be extended into the characterisations of the two women who just annoyed pretty much from the get go. Loud, obnoxious and capable of some of the most stupid decisions ever committed to celluloid. Things get even more preposterous when sister ""Victoria"" (Samantha Scaffidi) turns up to collect the stranded pair and proves to be even more dumb than her sibling when it comes to risk taking and wandering about a derelict old building at night - all whilst the radio has been relaying warnings of a marauding slasher about town. It's mercifully short, which does help keep the pace tight but the acting from those with speaking parts is pretty woeful, as it the writing that gives them their lines - and by the end, I was very, very, much in the corner of a baddie who ought to have been left to get on with the job!",5,2024-09-28T08:39:11.014Z,CinemaSerf,unknown,420634,Terrifier,movie
"Terrifier proves you don’t need a big budget to make a movie — just $35,000, a bucket of fake blood, and a clown with the worst dentist in town.",4,2024-10-15T14:15:56.540Z,griggs79,unknown,420634,Terrifier,movie
"<em>'Terrifier'</em> is a mixed bag.

The gory stuff is done to a decent degree, even if those moments are a bit too few and far between. Art the Clown certainly looks and acts the part, even if I wanted more from the character - giving him a voice would've made him more creepy in my opinion, rather than complete silence.

This 2016 flick was made on a tiny budget, something that is very evident throughout, but given that you do have to hold appreciation for the filmmakers. I will say, though, that the level of acting is iffy and the dialogue is rather terrible, at least for the most part. The former is understandable given the aforementioned, though the latter is a negative.

I am anticipating better from <em>'Terrifier 2'</em> and <em>'Terrifier 3'</em>, given the presumption of a larger budget and all that comes with that. I still respect this original attempt, but I personally wouldn't class it as anything that is strongly worth watching.",5,2024-10-24T12:54:18.973Z,r96sk,unknown,420634,Terrifier,movie
No reviews available,,,,unknown,976734,Canary Black,movie
No reviews available,,,,unknown,179387,Heavenly Touch,movie
No reviews available,,,,unknown,94722,Tagesschau,tv
No reviews available,,,,unknown,231344,Los 50,tv
"As a fan of “Lost,” I was intrigued when I heard that some of the same people were involved in the new EPIX series “From.” Unfortunately, the show doesn’t live up to the expectations set by “Lost.” While it starts off incredibly promising and has a unique feel, the lazy writing and subpar acting hold it back as the season progresses.

The unforgiving gore and genuine horror element that the show first offers are among its most distinctive features, but even these begin to wear thin as the season progresses. By the time I finished the first season, I couldn’t help but feel underwhelmed.

Although a second season is in the works, “From” barely does enough to keep me returning for more. I would probably tell my past self not to watch it if I could go back in time.

Even though I’m drawn in by the mystery, I’m worried about the show’s future. The writing is reminiscent of J.J. Abrams; the writers are adding mysteries at whim with no idea how to resolve them. Intriguing at first, but the poor writing soon began to sour the experience.

If you enjoy mysteries, you might want to give “From” a shot, but be aware that it features subpar acting and a superfluous plot that will make you lament the wasted opportunities. It’s far from bad, but it’s also not particularly noteworthy given the calibre of television we’ve been spoilt by in 2022.
___
[From] - Season One: 6.6/10 (Fair)",5,2022-12-19T17:21:39.201Z,Ahmad,unknown,124364,FROM,tv
Loved the series!,9,2023-06-02T18:49:53.555Z,SenkaM,unknown,124364,FROM,tv
Great TV series,9,2023-06-24T08:57:50.425Z,StudiedAsleep,unknown,124364,FROM,tv
"A solid 10/10 series from a storytelling perspective. Honestly, the trailer didn't attract me that much, but I decided to give it a chance, and after the first 3 episodes, I couldn't stay away from this show. What fascinated me the most was the people behind this series because the story is exceptional; I found myself deeply engaged with the characters, trying to find an escape route along with them. I quickly finished the first two seasons, and now I have to wait for season 3, but I can't wait for it to come out. I have an idea of how the next season could be based on the ending of season 2, but my mind is not as brilliant as the minds of the people who created this show. If you enjoy series that make you think and deliver a guaranteed outcome for you, only to completely change the situation and leave you in suspense and mystery, then this is a great show to watch.",6,2023-07-23T23:10:03.955Z,Alex,unknown,124364,FROM,tv
No reviews available,,,,unknown,237019,Big Brother: Live Stream,tv
No reviews available,,,,unknown,236594,Big Brother: Late & Live,tv
No reviews available,,,,unknown,18770,Gran Hermano,tv
No reviews available,,,,unknown,237243,Big Brother,tv
No reviews available,,,,unknown,81329,Chronicles of the Sun,tv
No reviews available,,,,unknown,91759,Come Home Love: Lo and Behold,tv
No reviews available,,,,unknown,274136,Stardance XIII ...kolem dokola (2024),tv
No reviews available,,,,unknown,218145,Mom for rent,tv
No reviews available,,,,unknown,112470,Ici tout commence,tv
No reviews available,,,,unknown,82708,The First Years,tv
No reviews available,,,,unknown,242722,Shrimad Ramayan,tv
No reviews available,,,,unknown,4682,Strictly Come Dancing: It Takes Two,tv
No reviews available,,,,unknown,248890,Ready Steady Cook South Africa,tv
No reviews available,,,,unknown,36361,Ulice,tv
No reviews available,,,,unknown,252373,A Promessa,tv
"I have to confess I stumbled across this, quite by chance. I don't watch a lot of US entertainment these days. I did however, grow up watching my share of Stallone action films, so a dash of nostalgia and curiosity, drew me in. 

There's nothing terribly original by now about the plot of Tulsa King. Its  Mafia style antics are noting new. I think it was a smart move, playing this as a dark comedy. It fits the well worn character, Stallone, inhabits. 

That said, I guess the key question is, is it entertaining? I'd say ""sort of"". I like seeing Stallone back on the small screen. Regrettably, thus far and I appreciate its early days, the story is a little basic. Even for a comedy, it stretches credulity at times and lacks an intelligent wit and charm, that would have rendered it, more appealing. 

In summary, Stallone's star power will probably draw people in but will viewers keep watching? Unless it ups the stakes, by crafting a more witty, clever tale of a long in tooth mobster, I for one, have my reservations.",6,2022-11-14T21:14:35.733Z,MovieGuys,unknown,153312,Tulsa King,tv
No reviews available,,,,unknown,95897,Overflow,tv
